new_colonynumber,pH,sample_ID,SGD_number,site,salinity,date,light_dark,P_R,umol.cm2.hr,umol.cm2.hr_uncorr,phosphate_umolL,silicate_umolL,NN_umolL,ammonia_umolL,TrisCalDate,SGD_dil,temp_C,new_pH,salinity_insitu,TA,salinity_insitu_initial,sample_ID_initial,SGD_number_initial,TA_initial
5,8.09,Varari_Col5_Dil7_Light,1,Varari,36,6/21/23,LIGHT,NP,0.34046537698665713,0.30484133389616097,0.2,5.55,3.05,15.29,6/14/23,7,29.13,8.001972866,NA,NA,NA,NA,NA,NA
6,8.09,Varari_Col6_Dil7_Light,1,Varari,36,6/21/23,LIGHT,NP,0.4883665094092231,0.40668371457261704,0.2,5.55,3.05,15.29,6/14/23,7,29.13,8.001972866,NA,NA,NA,NA,NA,NA
7,8.15,Varari_Col7_Dil7_Light,1,Varari,36,6/22/23,LIGHT,NP,0.43822504760680697,0.4015488115214408,0.08,6.75,0.86,0.98,6/14/23,7,27.83,8.074193563,NA,NA,NA,NA,NA,NA
8,8.15,Varari_Col8_Dil7_Light,1,Varari,36,6/22/23,LIGHT,NP,Inf,Inf,0.08,6.75,0.86,0.98,6/14/23,7,27.83,8.074193563,NA,NA,NA,NA,NA,NA
13,8.07,Cabral_Col5_Dil8_Light,2,Cabral,35.9,6/10/23,LIGHT,NP,0.25907097585605804,0.2407899375342556,0.09,15.42,0.24,0.88,6/14/23,8,26.909,7.998371579,NA,NA,NA,NA,NA,NA
14,8.07,Cabral_Col6_Dil8_Light,2,Cabral,35.9,6/10/23,LIGHT,NP,0.3593411357224547,0.32954203628788414,0.09,15.42,0.24,0.88,6/14/23,8,26.909,7.998371579,NA,NA,NA,NA,NA,NA
15,8.05,Cabral_Col7_Dil8_Light,2,Cabral,35.9,6/11/23,LIGHT,NP,Inf,Inf,0.06,13.9,0.17,23.37,6/14/23,8,27.452,7.965480921,NA,NA,NA,NA,NA,NA
16,8.05,Cabral_Col8_Dil8_Light,2,Cabral,35.9,6/11/23,LIGHT,NP,0.3529928780026242,0.33844160337733387,0.06,13.9,0.17,23.37,6/14/23,8,27.452,7.965480921,NA,NA,NA,NA,NA,NA
18,8.08,Cabral_Col10_Dil8_Light,2,Cabral,35.8,6/12/23,LIGHT,NP,0.3815432427229737,0.35870566529395403,0.04,15.57,0.24,2.42,6/14/23,8,28.199,7.991501772,NA,NA,NA,NA,NA,NA
17,8.08,Cabral_Col9_Dil8_Light,2,Cabral,35.8,6/12/23,LIGHT,NP,0.38629482005102506,0.36500696532713256,0.04,15.57,0.24,2.42,6/14/23,8,28.199,7.991501772,NA,NA,NA,NA,NA,NA
1,8.06,Varari_Col1_Dil8_Light,2,Varari,36.6,6/17/23,LIGHT,NP,0.4143565186838692,0.3762272345470201,0.09,13.55,2.78,3.81,6/14/23,8,27.793,7.9938993,NA,NA,NA,NA,NA,NA
2,8.06,Varari_Col2_Dil8_Light,2,Varari,36.6,6/17/23,LIGHT,NP,0.44107888237173304,0.4168313549195084,0.09,13.55,2.78,3.81,6/14/23,8,27.793,7.9938993,NA,NA,NA,NA,NA,NA
3,8.06,Varari_Col3_Dil8_Light,2,Varari,36.6,6/17/23,LIGHT,NP,0.5880419408946032,0.5656602161327633,0.09,13.55,2.78,3.81,6/14/23,8,27.793,7.9938993,NA,NA,NA,NA,NA,NA
4,8.07,Varari_Col4_Dil8_Light,2,Varari,36,6/18/23,LIGHT,NP,0.2584800171615925,0.23922787048196925,0.07,13.59,3.54,1.73,6/14/23,8,28.741,7.987511582,NA,NA,NA,NA,NA,NA
5,8.1,Varari_Col5_Dil8_Light,2,Varari,35.9,6/21/23,LIGHT,NP,0.3083615810585036,0.2464473108460372,0.07,9.9,1.02,5.44,6/14/23,8,28.909,8.019957013,NA,NA,NA,NA,NA,NA
6,8.1,Varari_Col6_Dil8_Light,2,Varari,35.9,6/21/23,LIGHT,NP,0.6140482084066635,0.5206668389003902,0.07,9.9,1.02,5.44,6/14/23,8,28.909,8.019957013,NA,NA,NA,NA,NA,NA
7,8.08,Varari_Col7_Dil8_Light,2,Varari,36,6/22/23,LIGHT,NP,0.3671237843607702,0.3347783809473742,0.09,11.23,1.13,1.51,6/14/23,8,27.54,8.014719841,NA,NA,NA,NA,NA,NA
8,8.08,Varari_Col8_Dil8_Light,2,Varari,36,6/22/23,LIGHT,NP,0.31421747801377525,0.2848987770458329,0.09,11.23,1.13,1.51,6/14/23,8,27.54,8.014719841,NA,NA,NA,NA,NA,NA
13,8.08,Cabral_Col5_Dil9_Light,4,Cabral,35.2,6/10/23,LIGHT,NP,0.2788310475397363,0.26087860567674903,0.12,24.72,0.04,0.39,6/14/23,9,27.163,7.99836625,NA,NA,NA,NA,NA,NA
14,8.08,Cabral_Col6_Dil9_Light,4,Cabral,35.2,6/10/23,LIGHT,NP,0.44332031027477714,0.4309337680540669,0.12,24.72,0.04,0.39,6/14/23,9,27.163,7.99836625,NA,NA,NA,NA,NA,NA
15,8.08,Cabral_Col7_Dil9_Light,4,Cabral,35.1,6/11/23,LIGHT,NP,0.2572332269576225,0.24328111394589613,0.06,23.61,1.31,18.74,6/14/23,9,27.734,7.995066862,NA,NA,NA,NA,NA,NA
16,8.08,Cabral_Col8_Dil9_Light,4,Cabral,35.1,6/11/23,LIGHT,NP,0.31723042245858396,0.2966394022567558,0.06,23.61,1.31,18.74,6/14/23,9,27.734,7.995066862,NA,NA,NA,NA,NA,NA
18,8.1,Cabral_Col10_Dil9_Light,4,Cabral,35.1,6/12/23,LIGHT,NP,0.4016882247416221,0.37308824245244265,0.07,25.7,0.32,1.99,6/14/23,9,28.389,8.004134508,NA,NA,NA,NA,NA,NA
17,8.1,Cabral_Col9_Dil9_Light,4,Cabral,35.1,6/12/23,LIGHT,NP,0.46963559817290584,0.4387178113031637,0.07,25.7,0.32,1.99,6/14/23,9,28.389,8.004134508,NA,NA,NA,NA,NA,NA
1,8.03,Varari_Col1_Dil9_Light,4,Varari,35.9,6/17/23,LIGHT,NP,0.3881100738471099,0.34427686209914443,0.13,22.86,3.21,5.31,6/14/23,9,27.887,7.959322072,NA,NA,NA,NA,NA,NA
2,8.03,Varari_Col2_Dil9_Light,4,Varari,35.9,6/17/23,LIGHT,NP,0.6632155462478181,0.6045906648760765,0.13,22.86,3.21,5.31,6/14/23,9,27.887,7.959322072,NA,NA,NA,NA,NA,NA
3,8.03,Varari_Col3_Dil9_Light,4,Varari,35.9,6/17/23,LIGHT,NP,0.4874828452156932,0.4483488521523381,0.13,22.86,3.21,5.31,6/14/23,9,27.887,7.959322072,NA,NA,NA,NA,NA,NA
4,8.06,Varari_Col4_Dil9_Light,4,Varari,35.3,6/18/23,LIGHT,NP,0.3163892129827145,0.29586632161563614,1.07,18.09,4.47,22.62,6/14/23,9,28.826,7.979925701,NA,NA,NA,NA,NA,NA
5,8.11,Varari_Col5_Dil9_Light,4,Varari,35,6/21/23,LIGHT,NP,0.392730334093491,0.3414081571714602,0.07,19.77,3.24,3.75,6/14/23,9,29.067,8.017619563,NA,NA,NA,NA,NA,NA
6,8.11,Varari_Col6_Dil9_Light,4,Varari,35,6/21/23,LIGHT,NP,0.5282091976194865,0.4912272796432894,0.07,19.77,3.24,3.75,6/14/23,9,29.067,8.017619563,NA,NA,NA,NA,NA,NA
7,8.06,Varari_Col7_Dil9_Light,4,Varari,35.2,6/22/23,LIGHT,NP,0.3269407336902223,0.2963827788423011,0.12,21.43,2.05,9.87,6/14/23,9,27.611,7.983610439,NA,NA,NA,NA,NA,NA
8,8.06,Varari_Col8_Dil9_Light,4,Varari,35.2,6/22/23,LIGHT,NP,0.5311884750454654,0.4905047512575646,0.12,21.43,2.05,9.87,6/14/23,9,27.611,7.983610439,NA,NA,NA,NA,NA,NA
13,8.14,Cabral_Col5_Dil1_Dark,0,Cabral,36.6,6/10/23,DARK,R,0.4392357367617106,0.48995335780355315,0.05,3.38,0.16,0.52,6/14/23,1,27.11,7.966742367,NA,NA,NA,NA,NA,NA
14,8.14,Cabral_Col6_Dil1_Dark,0,Cabral,36.6,6/10/23,DARK,R,0.4527847556909504,0.5157021954789396,0.05,3.38,0.16,0.52,6/14/23,1,27.11,7.966742367,NA,NA,NA,NA,NA,NA
15,8.09,Cabral_Col7_Dil1_Dark,0,Cabral,36.5,6/11/23,DARK,R,0.44750049253606466,0.496199341407645,0.03,4.24,0.54,21.41,6/14/23,1,27.436,8.012209319,NA,NA,NA,NA,NA,NA
16,8.09,Cabral_Col8_Dil1_Dark,0,Cabral,36.5,6/11/23,DARK,R,0.345120480205372,0.3779604918636328,0.03,4.24,0.54,21.41,6/14/23,1,27.436,8.012209319,NA,NA,NA,NA,NA,NA
18,8.06,Cabral_Col10_Dil1_Dark,0,Cabral,36.3,6/12/23,DARK,R,0.3792423753863472,0.4014465976542521,0.03,2.58,0.23,0.16,6/14/23,1,28.172,7.976166127,NA,NA,NA,NA,NA,NA
17,8.06,Cabral_Col9_Dil1_Dark,0,Cabral,36.3,6/12/23,DARK,R,0.33187177295456327,0.35383541564430426,0.03,2.58,0.23,0.16,6/14/23,1,28.172,7.976166127,NA,NA,NA,NA,NA,NA
1,8.06,Varari_Col1_Dil1_Dark,0,Varari,37.3,6/17/23,DARK,R,0.3716749889962369,0.47602571509720626,0.03,4.88,2.52,4.96,6/14/23,1,27.714,7.994816177,NA,NA,NA,NA,NA,NA
2,8.06,Varari_Col2_Dil1_Dark,0,Varari,37.3,6/17/23,DARK,R,0.37644138657150167,0.47892542225330537,0.03,4.88,2.52,4.96,6/14/23,1,27.714,7.994816177,NA,NA,NA,NA,NA,NA
3,8.06,Varari_Col3_Dil1_Dark,0,Varari,37.3,6/17/23,DARK,R,0.30978976802107133,0.3746668572356383,0.03,4.88,2.52,4.96,6/14/23,1,27.714,7.994816177,NA,NA,NA,NA,NA,NA
4,8.09,Varari_Col4_Dil1_Dark,0,Varari,36.4,6/18/23,DARK,R,0.3558666625323219,0.39194182570260494,0.05,3.63,0.99,1.49,6/14/23,1,28.695,8.012340938,NA,NA,NA,NA,NA,NA
6,8.09,Varari_Col6_Dil1_Dark,0,Varari,36.4,6/21/23,DARK,R,0.32704711935172853,0.4543795139424957,0.1,2.27,0.48,6.9,6/14/23,1,29.092,8.00330754,NA,NA,NA,NA,NA,NA
7,8.08,Varari_Col7_Dil1_Dark,0,Varari,36.4,6/22/23,DARK,R,0.2780534678304392,0.33597521001071606,0.03,2.45,0.6,4.44,6/14/23,1,28.503,8.003403586,NA,NA,NA,NA,NA,NA
8,8.08,Varari_Col8_Dil1_Dark,0,Varari,36.4,6/22/23,DARK,R,0.2560192913138998,0.2985172377404354,0.03,2.45,0.6,4.44,6/14/23,1,28.503,8.003403586,NA,NA,NA,NA,NA,NA
13,8.05,Cabral_Col5_Dil2_Dark,0.01,Cabral,36.5,6/10/23,DARK,R,0.4804914737317189,0.5179024585625268,0.05,3.49,1.04,0.57,6/14/23,2,27.224,7.969949566,NA,NA,NA,NA,NA,NA
14,8.05,Cabral_Col6_Dil2_Dark,0.01,Cabral,36.5,6/10/23,DARK,R,0.4918843598159794,0.5198365710821994,0.05,3.49,1.04,0.57,6/14/23,2,27.224,7.969949566,NA,NA,NA,NA,NA,NA
15,8.09,Cabral_Col7_Dil2_Dark,0.01,Cabral,36.6,6/11/23,DARK,R,0.32785900295100817,0.357264476328349,0.03,3.04,1.02,17.21,6/14/23,2,27.345,8.008691364,NA,NA,NA,NA,NA,NA
16,8.09,Cabral_Col8_Dil2_Dark,0.01,Cabral,36.6,6/11/23,DARK,R,0.38027797956362613,0.398999836466679,0.03,3.04,1.02,17.21,6/14/23,2,27.345,8.008691364,NA,NA,NA,NA,NA,NA
18,8.08,Cabral_Col10_Dil2_Dark,0.01,Cabral,36.6,6/12/23,DARK,R,0.4508337120271729,0.5053674434118169,0.03,2.98,0.07,<0.02,6/14/23,2,27.982,7.991198619,NA,NA,NA,NA,NA,NA
17,8.08,Cabral_Col9_Dil2_Dark,0.01,Cabral,36.6,6/12/23,DARK,R,0.3244900230109403,0.3919054728720469,0.03,2.98,0.07,<0.02,6/14/23,2,27.982,7.991198619,NA,NA,NA,NA,NA,NA
1,8.09,Varari_Col1_Dil2_Dark,0.01,Varari,37.4,6/17/23,DARK,R,0.37712463235516464,0.4303770441339252,0.06,4.51,4.67,4.07,6/14/23,2,27.764,8.021108644,NA,NA,NA,NA,NA,NA
2,8.09,Varari_Col2_Dil2_Dark,0.01,Varari,37.4,6/17/23,DARK,R,0.26408871238845155,0.3234416567947299,0.06,4.51,4.67,4.07,6/14/23,2,27.764,8.021108644,NA,NA,NA,NA,NA,NA
3,8.09,Varari_Col3_Dil2_Dark,0.01,Varari,37.4,6/17/23,DARK,R,0.2951897654363845,0.32408207541428463,0.06,4.51,4.67,4.07,6/14/23,2,27.764,8.021108644,NA,NA,NA,NA,NA,NA
4,8.01,Varari_Col4_Dil2_Dark,0.01,Varari,36.7,6/18/23,DARK,R,0.47628698750615706,0.4883833045237064,0.07,3.65,3.26,3.59,6/14/23,2,28.644,7.926842749,NA,NA,NA,NA,NA,NA
5,8.11,Varari_Col5_Dil2_Dark,0.01,Varari,36.4,6/21/23,DARK,R,0.33808904024022557,0.4047247251158707,0.04,1.78,0.52,1.77,6/14/23,2,29.187,8.025282823,NA,NA,NA,NA,NA,NA
6,8.11,Varari_Col6_Dil2_Dark,0.01,Varari,36.4,6/21/23,DARK,R,0.34760362544574047,0.4267848570121311,0.04,1.78,0.52,1.77,6/14/23,2,29.187,8.025282823,NA,NA,NA,NA,NA,NA
7,8.05,Varari_Col7_Dil2_Dark,0.01,Varari,36.4,6/22/23,DARK,R,0.29542219969709593,0.3433405801008431,0.06,2.55,0.72,1.64,6/14/23,2,27.7,7.981415001,NA,NA,NA,NA,NA,NA
8,8.05,Varari_Col8_Dil2_Dark,0.01,Varari,36.4,6/22/23,DARK,R,0.2674978769315645,0.3096162464499502,0.06,2.55,0.72,1.64,6/14/23,2,27.7,7.981415001,NA,NA,NA,NA,NA,NA
13,8.07,Cabral_Col5_Dil3_Dark,0.03,Cabral,36.6,6/10/23,DARK,R,0.3753795364944531,0.3921308996165033,0.04,4.11,0.28,0.7,6/14/23,3,26.984,7.998755982,NA,NA,NA,NA,NA,NA
14,8.07,Cabral_Col6_Dil3_Dark,0.03,Cabral,36.6,6/10/23,DARK,R,0.307717979130642,0.3186657276107312,0.04,4.11,0.28,0.7,6/14/23,3,26.984,7.998755982,NA,NA,NA,NA,NA,NA
15,8.08,Cabral_Col7_Dil3_Dark,0.03,Cabral,36.5,6/11/23,DARK,R,0.2906853471602816,0.31051009762592024,0.04,5.16,1.78,2.98,6/14/23,3,27.68,8.000333893,NA,NA,NA,NA,NA,NA
16,8.08,Cabral_Col8_Dil3_Dark,0.03,Cabral,36.5,6/11/23,DARK,R,0.2913300729493589,0.3072361543884871,0.04,5.16,1.78,2.98,6/14/23,3,27.68,8.000333893,NA,NA,NA,NA,NA,NA
18,8.05,Cabral_Col10_Dil3_Dark,0.03,Cabral,36.4,6/12/23,DARK,R,0.19509421872483507,0.222145218617126,0.07,3.15,0.8,6.67,6/14/23,3,28.395,7.963168175,NA,NA,NA,NA,NA,NA
17,8.05,Cabral_Col9_Dil3_Dark,0.03,Cabral,36.4,6/12/23,DARK,R,0.29212098679321613,0.3321219909135591,0.07,3.15,0.8,6.67,6/14/23,3,28.395,7.963168175,NA,NA,NA,NA,NA,NA
1,8.07,Varari_Col1_Dil3_Dark,0.03,Varari,37.4,6/17/23,DARK,R,0.25653025899347554,0.28483835234840266,0.07,4.53,3.03,4.95,6/14/23,3,27.81,8.002025445,NA,NA,NA,NA,NA,NA
2,8.07,Varari_Col2_Dil3_Dark,0.03,Varari,37.4,6/17/23,DARK,R,0.23047711941709584,0.2798931512707147,0.07,4.53,3.03,4.95,6/14/23,3,27.81,8.002025445,NA,NA,NA,NA,NA,NA
3,8.07,Varari_Col3_Dil3_Dark,0.03,Varari,37.4,6/17/23,DARK,R,0.21520113298130472,0.26068163682875806,0.07,4.53,3.03,4.95,6/14/23,3,27.81,8.002025445,NA,NA,NA,NA,NA,NA
4,8.06,Varari_Col4_Dil3_Dark,0.03,Varari,36.7,6/18/23,DARK,R,0.329709990160547,0.3420638417432504,0.03,3.14,2.63,0.52,6/14/23,3,28.724,7.974131193,NA,NA,NA,NA,NA,NA
5,8.12,Varari_Col5_Dil3_Dark,0.03,Varari,36.3,6/21/23,DARK,R,0.2872755820637667,0.31720732550597275,0.04,1.93,1.79,7.35,6/14/23,3,29.115,8.032791308,NA,NA,NA,NA,NA,NA
6,8.12,Varari_Col6_Dil3_Dark,0.03,Varari,36.3,6/21/23,DARK,R,0.25270977278309775,0.28379910877732945,0.04,1.93,1.79,7.35,6/14/23,3,29.115,8.032791308,NA,NA,NA,NA,NA,NA
7,8.1,Varari_Col7_Dil3_Dark,0.03,Varari,36.4,6/22/23,DARK,R,0.2211134431884029,0.24570021433956268,0.11,2.39,0.83,1.67,6/14/23,3,28.492,8.023610541,NA,NA,NA,NA,NA,NA
8,8.1,Varari_Col8_Dil3_Dark,0.03,Varari,36.4,6/22/23,DARK,R,0.20593446683419184,0.22336470556603033,0.11,2.39,0.83,1.67,6/14/23,3,28.492,8.023610541,NA,NA,NA,NA,NA,NA
13,8.06,Cabral_Col5_Dil4_Dark,0.05,Cabral,36.5,6/10/23,DARK,R,0.3134957344420478,0.32915626179108437,0.05,3.13,3.25,0.76,6/14/23,4,27.108,7.985024902,NA,NA,NA,NA,NA,NA
14,8.06,Cabral_Col6_Dil4_Dark,0.05,Cabral,36.5,6/10/23,DARK,R,0.3754587926692009,0.4002095201975493,0.05,3.13,3.25,0.76,6/14/23,4,27.108,7.985024902,NA,NA,NA,NA,NA,NA
15,8.06,Cabral_Col7_Dil4_Dark,0.05,Cabral,36.5,6/11/23,DARK,R,0.3460177364762045,0.3662673841033128,0.03,3.79,0.14,0.86,6/14/23,4,27.788,7.977017858,NA,NA,NA,NA,NA,NA
16,8.06,Cabral_Col8_Dil4_Dark,0.05,Cabral,36.5,6/11/23,DARK,R,0.3815493991557245,0.3957054943826023,0.03,3.79,0.14,0.86,6/14/23,4,27.788,7.977017858,NA,NA,NA,NA,NA,NA
18,8.09,Cabral_Col10_Dil4_Dark,0.05,Cabral,36.6,6/12/23,DARK,R,0.32321251756499897,0.3536304920078096,0.04,4.14,0.86,2.16,6/14/23,4,28.219,8.002864299,NA,NA,NA,NA,NA,NA
17,8.09,Cabral_Col9_Dil4_Dark,0.05,Cabral,36.6,6/12/23,DARK,R,0.30651046949360333,0.36392518889707853,0.04,4.14,0.86,2.16,6/14/23,4,28.219,8.002864299,NA,NA,NA,NA,NA,NA
1,8.06,Varari_Col1_Dil4_Dark,0.05,Varari,37.3,6/17/23,DARK,R,0.4091955358856986,0.4353698869819123,0.08,4.82,1.87,3.32,6/14/23,4,27.795,7.98863231,NA,NA,NA,NA,NA,NA
2,8.06,Varari_Col2_Dil4_Dark,0.05,Varari,37.3,6/17/23,DARK,R,0.3517307623357659,0.3818914173219097,0.08,4.82,1.87,3.32,6/14/23,4,27.795,7.98863231,NA,NA,NA,NA,NA,NA
3,8.06,Varari_Col3_Dil4_Dark,0.05,Varari,37.3,6/17/23,DARK,R,0.31055536573100034,0.335580668219623,0.08,4.82,1.87,3.32,6/14/23,4,27.795,7.98863231,NA,NA,NA,NA,NA,NA
4,8.06,Varari_Col4_Dil4_Dark,0.05,Varari,36.5,6/18/23,DARK,R,Inf,Inf,0.06,2.89,1.63,0.79,6/14/23,4,28.809,7.977524233,NA,NA,NA,NA,NA,NA
5,8.11,Varari_Col5_Dil4_Dark,0.05,Varari,36.3,6/21/23,DARK,R,0.29539506241799746,0.393419784806263,0.04,1.86,0.28,0.22,6/14/23,4,29.11,8.024526644,NA,NA,NA,NA,NA,NA
6,8.11,Varari_Col6_Dil4_Dark,0.05,Varari,36.3,6/21/23,DARK,R,0.4062934098090356,0.5288152446011192,0.04,1.86,0.28,0.22,6/14/23,4,29.11,8.024526644,NA,NA,NA,NA,NA,NA
7,8.1,Varari_Col7_Dil4_Dark,0.05,Varari,36.4,6/22/23,DARK,R,0.2647747592569835,0.3062129803844296,0.06,2.24,0.47,2.25,6/14/23,4,27.717,8.029750313,NA,NA,NA,NA,NA,NA
8,8.1,Varari_Col8_Dil4_Dark,0.05,Varari,36.4,6/22/23,DARK,R,0.2749268438337668,0.31606201482765583,0.06,2.24,0.47,2.25,6/14/23,4,27.717,8.029750313,NA,NA,NA,NA,NA,NA
13,8.07,Cabral_Col5_Dil5_Dark,0.1,Cabral,36.5,6/10/23,DARK,R,0.46844826022504193,0.4836089497464543,0.06,5.23,0.17,0.43,6/14/23,5,27.058,7.995809965,NA,NA,NA,NA,NA,NA
14,8.07,Cabral_Col6_Dil5_Dark,0.1,Cabral,36.5,6/10/23,DARK,R,0.33946854972700985,0.3477619287162762,0.06,5.23,0.17,0.43,6/14/23,5,27.058,7.995809965,NA,NA,NA,NA,NA,NA
15,8.06,Cabral_Col7_Dil5_Dark,0.1,Cabral,36.5,6/11/23,DARK,R,0.3965246368311297,0.41341928158980046,0.03,4.33,0.45,0.95,6/14/23,5,27.779,7.973796473,NA,NA,NA,NA,NA,NA
16,8.06,Cabral_Col8_Dil5_Dark,0.1,Cabral,36.5,6/11/23,DARK,R,0.40961631223390255,0.4294889973150282,0.03,4.33,0.45,0.95,6/14/23,5,27.779,7.973796473,NA,NA,NA,NA,NA,NA
18,8.1,Cabral_Col10_Dil5_Dark,0.1,Cabral,36.4,6/12/23,DARK,R,0.32574462656086905,0.35137801966550736,0.04,3.67,0.51,12.78,6/14/23,5,28.251,8.007015023,NA,NA,NA,NA,NA,NA
17,8.1,Cabral_Col9_Dil5_Dark,0.1,Cabral,36.4,6/12/23,DARK,R,0.27275157956740215,0.29531285420725806,0.04,3.67,0.51,12.78,6/14/23,5,28.251,8.007015023,NA,NA,NA,NA,NA,NA
1,8.07,Varari_Col1_Dil5_Dark,0.1,Varari,37.3,6/17/23,DARK,R,0.382364770509568,0.40880783387323666,0.05,5.27,2.5,6.31,6/14/23,5,27.816,7.996704636,NA,NA,NA,NA,NA,NA
2,8.07,Varari_Col2_Dil5_Dark,0.1,Varari,37.3,6/17/23,DARK,R,0.3453481858444735,0.3874726978766982,0.05,5.27,2.5,6.31,6/14/23,5,27.816,7.996704636,NA,NA,NA,NA,NA,NA
3,8.07,Varari_Col3_Dil5_Dark,0.1,Varari,37.3,6/17/23,DARK,R,0.3162611318945671,0.3387506174357206,0.05,5.27,2.5,6.31,6/14/23,5,27.816,7.996704636,NA,NA,NA,NA,NA,NA
4,8.07,Varari_Col4_Dil5_Dark,0.1,Varari,36.6,6/18/23,DARK,R,0.4940809330047992,0.5089699561449673,0.03,3.33,3.14,4.89,6/14/23,5,28.728,7.983888717,NA,NA,NA,NA,NA,NA
