date,temp_C,salinity_insitu,sample_ID,SGD_number,TA,site,new_colonynumber,salinity_insitu_initial,sample_ID_initial,SGD_number_initial,TA_initial,mean_blanks
6/12/23,28.389,35.1,Cabral_Col9_Dil9_Light,4,2376.244383,Cabral,17,35.1,Cabral_Col9_Dil9_Dark,4,2377.671921,-20.3328919999999
6/12/23,28.199,35.8,Cabral_Col9_Dil8_Light,2,2368.758982,Cabral,17,35.8,Cabral_Col9_Dil8_Dark,2,2368.313481,-14.458845999999994
6/12/23,28.899,36.1,Cabral_Col9_Dil7_Light,1,2379.484557,Cabral,17,36.1,Cabral_Col9_Dil7_Dark,1,2386.611317,-64.01021200000014
6/12/23,28.313,36.3,Cabral_Col9_Dil6_Light,0.5,2351.136681,Cabral,17,36.3,Cabral_Col9_Dil6_Dark,0.5,2370.703949,-7.738678999999593
6/12/23,28.251,36.4,Cabral_Col9_Dil5_Light,0.1,2405.42999,Cabral,17,36.4,Cabral_Col9_Dil5_Dark,0.1,2387.15343,-30.757634999999937
6/12/23,28.219,36.6,Cabral_Col9_Dil4_Light,0.05,2363.771572,Cabral,17,36.6,Cabral_Col9_Dil4_Dark,0.05,2378.482368,-33.207852
6/12/23,28.395,36.4,Cabral_Col9_Dil3_Light,0.03,2363.234435,Cabral,17,36.4,Cabral_Col9_Dil3_Dark,0.03,2378.494426,-76.21294999999964
6/12/23,27.982,36.6,Cabral_Col9_Dil2_Light,0.01,2363.486669,Cabral,17,36.6,Cabral_Col9_Dil2_Dark,0.01,2437.47068,22.217450999999983
6/12/23,28.172,36.3,Cabral_Col9_Dil1_Light,0,2358.205389,Cabral,17,36.3,Cabral_Col9_Dil1_Dark,0,2366.430138,-24.35887099999991
6/11/23,27.734,35.1,Cabral_Col8_Dil9_Light,4,2410.307212,Cabral,16,35.1,Cabral_Col8_Dil9_Dark,4,2380.96903,-15.525101999999606
6/11/23,27.452,35.9,Cabral_Col8_Dil8_Light,2,2382.143503,Cabral,16,35.9,Cabral_Col8_Dil8_Dark,2,2378.953672,-24.06356599999981
6/11/23,27.602,36.2,Cabral_Col8_Dil7_Light,1,2414.232623,Cabral,16,36.2,Cabral_Col8_Dil7_Dark,1,2416.039082,-44.30415200000016
6/11/23,27.685,36.3,Cabral_Col8_Dil6_Light,0.5,2387.583749,Cabral,16,36.3,Cabral_Col8_Dil6_Dark,0.5,2369.619428,-44.93645400000014
6/11/23,27.779,36.5,Cabral_Col8_Dil5_Light,0.1,2401.438151,Cabral,16,36.5,Cabral_Col8_Dil5_Dark,0.1,2379.793461,-39.9141539999996
6/11/23,27.788,36.5,Cabral_Col8_Dil4_Light,0.05,2371.355603,Cabral,16,36.5,Cabral_Col8_Dil4_Dark,0.05,2372.216347,-19.01528300000018
6/11/23,27.68,36.5,Cabral_Col8_Dil3_Light,0.03,2397.745495,Cabral,16,36.5,Cabral_Col8_Dil3_Dark,0.03,2377.767651,-32.084550000000036
6/11/23,27.345,36.6,Cabral_Col8_Dil2_Light,0.01,2378.883991,Cabral,16,36.6,Cabral_Col8_Dil2_Dark,0.01,2381.684085,-25.29211400000031
6/11/23,27.436,36.5,Cabral_Col8_Dil1_Light,0,2387.010951,Cabral,16,36.5,Cabral_Col8_Dil1_Dark,0,2382.096706,-56.11255200000005
6/11/23,27.734,35.1,Cabral_Col7_Dil9_Light,4,2381.336345,Cabral,15,35.1,Cabral_Col7_Dil9_Dark,4,2380.96903,-15.525101999999606
6/11/23,27.452,35.9,Cabral_Col7_Dil8_Light,2,2374.238719,Cabral,15,35.9,Cabral_Col7_Dil8_Dark,2,2378.953672,-24.06356599999981
6/11/23,27.602,36.2,Cabral_Col7_Dil7_Light,1,2436.457464,Cabral,15,36.2,Cabral_Col7_Dil7_Dark,1,2416.039082,-44.30415200000016
6/11/23,27.685,36.3,Cabral_Col7_Dil6_Light,0.5,2370.480641,Cabral,15,36.3,Cabral_Col7_Dil6_Dark,0.5,2369.619428,-44.93645400000014
6/11/23,27.779,36.5,Cabral_Col7_Dil5_Light,0.1,2386.033331,Cabral,15,36.5,Cabral_Col7_Dil5_Dark,0.1,2379.793461,-39.9141539999996
6/11/23,27.788,36.5,Cabral_Col7_Dil4_Light,0.05,2364.631864,Cabral,15,36.5,Cabral_Col7_Dil4_Dark,0.05,2372.216347,-19.01528300000018
6/11/23,27.68,36.5,Cabral_Col7_Dil3_Light,0.03,2395.493573,Cabral,15,36.5,Cabral_Col7_Dil3_Dark,0.03,2377.767651,-32.084550000000036
6/11/23,27.345,36.6,Cabral_Col7_Dil2_Light,0.01,2372.372145,Cabral,15,36.6,Cabral_Col7_Dil2_Dark,0.01,2381.684085,-25.29211400000031
6/11/23,27.436,36.5,Cabral_Col7_Dil1_Light,0,2371.581242,Cabral,15,36.5,Cabral_Col7_Dil1_Dark,0,2382.096706,-56.11255200000005
6/10/23,27.163,35.2,Cabral_Col6_Dil9_Light,4,2381.689204,Cabral,14,35.2,Cabral_Col6_Dil9_Dark,4,2410.363767,15.35761999999977
6/10/23,26.909,35.9,Cabral_Col6_Dil8_Light,2,2368.174013,Cabral,14,35.9,Cabral_Col6_Dil8_Dark,2,2427.573363,34.687785000000076
6/10/23,27.269,36.1,Cabral_Col6_Dil7_Light,1,2374.480852,Cabral,14,36.1,Cabral_Col6_Dil7_Dark,1,2433.16241,45.72128500000008
6/10/23,27.294,36.4,Cabral_Col6_Dil6_Light,0.5,2353.187015,Cabral,14,36.4,Cabral_Col6_Dil6_Dark,0.5,2401.021379,36.2511929999996
6/10/23,27.058,36.5,Cabral_Col6_Dil5_Light,0.1,2342.277241,Cabral,14,36.5,Cabral_Col6_Dil5_Dark,0.1,2396.451536,22.56337399999984
6/10/23,27.108,36.5,Cabral_Col6_Dil4_Light,0.05,2369.001411,Cabral,14,36.5,Cabral_Col6_Dil4_Dark,0.05,2416.980703,10.891317999999956
6/10/23,26.984,36.6,Cabral_Col6_Dil3_Light,0.03,2382.397296,Cabral,14,36.6,Cabral_Col6_Dil3_Dark,0.03,2385.141998,-7.96867199999997
6/10/23,27.224,36.5,Cabral_Col6_Dil2_Light,0.01,2364.618326,Cabral,14,36.5,Cabral_Col6_Dil2_Dark,0.01,2387.582754,-7.839054999999917
6/10/23,27.11,36.6,Cabral_Col6_Dil1_Light,0,2400.146374,Cabral,14,36.6,Cabral_Col6_Dil1_Dark,0,2376.083907,-48.703739999999925
6/10/23,27.163,35.2,Cabral_Col5_Dil9_Light,4,2357.879249,Cabral,13,35.2,Cabral_Col5_Dil9_Dark,4,2410.363767,15.35761999999977
6/10/23,26.909,35.9,Cabral_Col5_Dil8_Light,2,2343.77277,Cabral,13,35.9,Cabral_Col5_Dil8_Dark,2,2427.573363,34.687785000000076
6/10/23,27.269,36.1,Cabral_Col5_Dil7_Light,1,2380.764249,Cabral,13,36.1,Cabral_Col5_Dil7_Dark,1,2433.16241,45.72128500000008
6/10/23,27.294,36.4,Cabral_Col5_Dil6_Light,0.5,2340.395434,Cabral,13,36.4,Cabral_Col5_Dil6_Dark,0.5,2401.021379,36.2511929999996
6/10/23,27.058,36.5,Cabral_Col5_Dil5_Light,0.1,2351.838941,Cabral,13,36.5,Cabral_Col5_Dil5_Dark,0.1,2396.451536,22.56337399999984
6/10/23,27.108,36.5,Cabral_Col5_Dil4_Light,0.05,2361.937918,Cabral,13,36.5,Cabral_Col5_Dil4_Dark,0.05,2416.980703,10.891317999999956
6/10/23,26.984,36.6,Cabral_Col5_Dil3_Light,0.03,2362.172576,Cabral,13,36.6,Cabral_Col5_Dil3_Dark,0.03,2385.141998,-7.96867199999997
6/10/23,27.224,36.5,Cabral_Col5_Dil2_Light,0.01,2401.373533,Cabral,13,36.5,Cabral_Col5_Dil2_Dark,0.01,2387.582754,-7.839054999999917
6/10/23,27.11,36.6,Cabral_Col5_Dil1_Light,0,2372.132104,Cabral,13,36.6,Cabral_Col5_Dil1_Dark,0,2376.083907,-48.703739999999925
6/13/23,30.442,35.8,Cabral_Col12_Dil9_Light,4,2460.878232,Cabral,20,35.8,Cabral_Col12_Dil9_Dark,4,2394.361398,-61.801454999999805
6/13/23,30.059,36.4,Cabral_Col12_Dil8_Light,2,2430.050622,Cabral,20,36.4,Cabral_Col12_Dil8_Dark,2,2389.677339,-60.03452100000004
6/13/23,29.582,36.7,Cabral_Col12_Dil7_Light,1,2428.878627,Cabral,20,36.7,Cabral_Col12_Dil7_Dark,1,2341.707381,-42.9929659999998
6/13/23,30.273,36.8,Cabral_Col12_Dil6_Light,0.5,2196.818233,Cabral,20,36.8,Cabral_Col12_Dil6_Dark,0.5,2423.122264,-50.45950700000003
6/13/23,30.269,37.1,Cabral_Col12_Dil5_Light,0.1,2433.435378,Cabral,20,37.1,Cabral_Col12_Dil5_Dark,0.1,2396.422617,-42.88797899999963
6/13/23,30.291,37.1,Cabral_Col12_Dil4_Light,0.05,2540.811925,Cabral,20,37.1,Cabral_Col12_Dil4_Dark,0.05,2423.427196,-81.09270399999969
6/13/23,30.339,37.1,Cabral_Col12_Dil3_Light,0.03,2501.603356,Cabral,20,37.1,Cabral_Col12_Dil3_Dark,0.03,2402.061753,-72.8469869999999
6/13/23,30.4,37.2,Cabral_Col12_Dil2_Light,0.01,2433.375697,Cabral,20,37.2,Cabral_Col12_Dil2_Dark,0.01,2417.135896,-44.71549300000015
6/13/23,30.465,37.1,Cabral_Col12_Dil1_Light,0,2466.661921,Cabral,20,37.1,Cabral_Col12_Dil1_Dark,0,2409.886958,-89.88854600000013
6/13/23,30.442,35.8,Cabral_Col11_Dil9_Light,4,2420.249398,Cabral,19,35.8,Cabral_Col11_Dil9_Dark,4,2394.361398,-61.801454999999805
6/13/23,30.059,36.4,Cabral_Col11_Dil8_Light,2,2473.435503,Cabral,19,36.4,Cabral_Col11_Dil8_Dark,2,2389.677339,-60.03452100000004
6/13/23,29.582,36.7,Cabral_Col11_Dil7_Light,1,2348.298799,Cabral,19,36.7,Cabral_Col11_Dil7_Dark,1,2341.707381,-42.9929659999998
6/13/23,30.273,36.8,Cabral_Col11_Dil6_Light,0.5,2467.21916,Cabral,19,36.8,Cabral_Col11_Dil6_Dark,0.5,2423.122264,-50.45950700000003
6/13/23,30.269,37.1,Cabral_Col11_Dil5_Light,0.1,2437.535838,Cabral,19,37.1,Cabral_Col11_Dil5_Dark,0.1,2396.422617,-42.88797899999963
6/13/23,30.291,37.1,Cabral_Col11_Dil4_Light,0.05,2428.873396,Cabral,19,37.1,Cabral_Col11_Dil4_Dark,0.05,2423.427196,-81.09270399999969
6/13/23,30.339,37.1,Cabral_Col11_Dil3_Light,0.03,2441.208201,Cabral,19,37.1,Cabral_Col11_Dil3_Dark,0.03,2402.061753,-72.8469869999999
6/13/23,30.4,37.2,Cabral_Col11_Dil2_Light,0.01,2464.5608,Cabral,19,37.2,Cabral_Col11_Dil2_Dark,0.01,2417.135896,-44.71549300000015
6/13/23,30.465,37.1,Cabral_Col11_Dil1_Light,0,2442.941134,Cabral,19,37.1,Cabral_Col11_Dil1_Dark,0,2409.886958,-89.88854600000013
6/12/23,28.389,35.1,Cabral_Col10_Dil9_Light,4,2381.338346,Cabral,18,35.1,Cabral_Col10_Dil9_Dark,4,2377.671921,-20.3328919999999
6/12/23,28.199,35.8,Cabral_Col10_Dil8_Light,2,2393.560792,Cabral,18,35.8,Cabral_Col10_Dil8_Dark,2,2368.313481,-14.458845999999994
6/12/23,28.899,36.1,Cabral_Col10_Dil7_Light,1,2394.8548,Cabral,18,36.1,Cabral_Col10_Dil7_Dark,1,2386.611317,-64.01021200000014
6/12/23,28.313,36.3,Cabral_Col10_Dil6_Light,0.5,2367.783342,Cabral,18,36.3,Cabral_Col10_Dil6_Dark,0.5,2370.703949,-7.738678999999593
6/12/23,28.251,36.4,Cabral_Col10_Dil5_Light,0.1,2391.804065,Cabral,18,36.4,Cabral_Col10_Dil5_Dark,0.1,2387.15343,-30.757634999999937
6/12/23,28.219,36.6,Cabral_Col10_Dil4_Light,0.05,2381.965281,Cabral,18,36.6,Cabral_Col10_Dil4_Dark,0.05,2378.482368,-33.207852
6/12/23,28.395,36.4,Cabral_Col10_Dil3_Light,0.03,2408.60394,Cabral,18,36.4,Cabral_Col10_Dil3_Dark,0.03,2378.494426,-76.21294999999964
6/12/23,27.982,36.6,Cabral_Col10_Dil2_Light,0.01,2392.314449,Cabral,18,36.6,Cabral_Col10_Dil2_Dark,0.01,2437.47068,22.217450999999983
6/12/23,28.172,36.3,Cabral_Col10_Dil1_Light,0,2362.981772,Cabral,18,36.3,Cabral_Col10_Dil1_Dark,0,2366.430138,-24.35887099999991
6/13/23,30.442,35.8,Cabral_BlankD6_Dil9_Light,4,2456.162853,Cabral,BLANK,35.8,Cabral_BlankD6_Dil9_Dark,4,2394.361398,-61.801454999999805
6/13/23,30.059,36.4,Cabral_BlankD6_Dil8_Light,2,2449.71186,Cabral,BLANK,36.4,Cabral_BlankD6_Dil8_Dark,2,2389.677339,-60.03452100000004
6/13/23,29.582,36.7,Cabral_BlankD6_Dil7_Light,1,2384.700347,Cabral,BLANK,36.7,Cabral_BlankD6_Dil7_Dark,1,2341.707381,-42.9929659999998
6/13/23,30.273,36.8,Cabral_BlankD6_Dil6_Light,0.5,2473.581771,Cabral,BLANK,36.8,Cabral_BlankD6_Dil6_Dark,0.5,2423.122264,-50.45950700000003
6/13/23,30.269,37.1,Cabral_BlankD6_Dil5_Light,0.1,2439.310596,Cabral,BLANK,37.1,Cabral_BlankD6_Dil5_Dark,0.1,2396.422617,-42.88797899999963
6/13/23,30.291,37.1,Cabral_BlankD6_Dil4_Light,0.05,2504.5199,Cabral,BLANK,37.1,Cabral_BlankD6_Dil4_Dark,0.05,2423.427196,-81.09270399999969
6/13/23,30.339,37.1,Cabral_BlankD6_Dil3_Light,0.03,2474.90874,Cabral,BLANK,37.1,Cabral_BlankD6_Dil3_Dark,0.03,2402.061753,-72.8469869999999
6/13/23,30.4,37.2,Cabral_BlankD6_Dil2_Light,0.01,2461.851389,Cabral,BLANK,37.2,Cabral_BlankD6_Dil2_Dark,0.01,2417.135896,-44.71549300000015
6/13/23,30.465,37.1,Cabral_BlankD6_Dil1_Light,0,2499.775504,Cabral,BLANK,37.1,Cabral_BlankD6_Dil1_Dark,0,2409.886958,-89.88854600000013
6/12/23,28.389,35.1,Cabral_BlankD5_Dil9_Light,4,2398.004813,Cabral,BLANK,35.1,Cabral_BlankD5_Dil9_Dark,4,2377.671921,-20.3328919999999
6/12/23,28.199,35.8,Cabral_BlankD5_Dil8_Light,2,2382.772327,Cabral,BLANK,35.8,Cabral_BlankD5_Dil8_Dark,2,2368.313481,-14.458845999999994
6/12/23,28.899,36.1,Cabral_BlankD5_Dil7_Light,1,2450.621529,Cabral,BLANK,36.1,Cabral_BlankD5_Dil7_Dark,1,2386.611317,-64.01021200000014
6/12/23,28.313,36.3,Cabral_BlankD5_Dil6_Light,0.5,2378.442628,Cabral,BLANK,36.3,Cabral_BlankD5_Dil6_Dark,0.5,2370.703949,-7.738678999999593
6/12/23,28.251,36.4,Cabral_BlankD5_Dil5_Light,0.1,2417.911065,Cabral,BLANK,36.4,Cabral_BlankD5_Dil5_Dark,0.1,2387.15343,-30.757634999999937
6/12/23,28.219,36.6,Cabral_BlankD5_Dil4_Light,0.05,2411.69022,Cabral,BLANK,36.6,Cabral_BlankD5_Dil4_Dark,0.05,2378.482368,-33.207852
6/12/23,28.395,36.4,Cabral_BlankD5_Dil3_Light,0.03,2454.707376,Cabral,BLANK,36.4,Cabral_BlankD5_Dil3_Dark,0.03,2378.494426,-76.21294999999964
6/12/23,27.982,36.6,Cabral_BlankD5_Dil2_Light,0.01,2415.253229,Cabral,BLANK,36.6,Cabral_BlankD5_Dil2_Dark,0.01,2437.47068,22.217450999999983
6/12/23,28.172,36.3,Cabral_BlankD5_Dil1_Light,0,2390.789009,Cabral,BLANK,36.3,Cabral_BlankD5_Dil1_Dark,0,2366.430138,-24.35887099999991
6/11/23,27.734,35.1,Cabral_BlankD4_Dil9_Light,4,2396.494132,Cabral,BLANK,35.1,Cabral_BlankD4_Dil9_Dark,4,2380.96903,-15.525101999999606
6/11/23,27.452,35.9,Cabral_BlankD4_Dil8_Light,2,2403.017238,Cabral,BLANK,35.9,Cabral_BlankD4_Dil8_Dark,2,2378.953672,-24.06356599999981
6/11/23,27.602,36.2,Cabral_BlankD4_Dil7_Light,1,2460.343234,Cabral,BLANK,36.2,Cabral_BlankD4_Dil7_Dark,1,2416.039082,-44.30415200000016
6/11/23,27.685,36.3,Cabral_BlankD4_Dil6_Light,0.5,2414.555882,Cabral,BLANK,36.3,Cabral_BlankD4_Dil6_Dark,0.5,2369.619428,-44.93645400000014
6/11/23,27.779,36.5,Cabral_BlankD4_Dil5_Light,0.1,2419.707615,Cabral,BLANK,36.5,Cabral_BlankD4_Dil5_Dark,0.1,2379.793461,-39.9141539999996
6/11/23,27.788,36.5,Cabral_BlankD4_Dil4_Light,0.05,2391.23163,Cabral,BLANK,36.5,Cabral_BlankD4_Dil4_Dark,0.05,2372.216347,-19.01528300000018
6/11/23,27.68,36.5,Cabral_BlankD4_Dil3_Light,0.03,2409.852201,Cabral,BLANK,36.5,Cabral_BlankD4_Dil3_Dark,0.03,2377.767651,-32.084550000000036
6/11/23,27.345,36.6,Cabral_BlankD4_Dil2_Light,0.01,2406.976199,Cabral,BLANK,36.6,Cabral_BlankD4_Dil2_Dark,0.01,2381.684085,-25.29211400000031
6/11/23,27.436,36.5,Cabral_BlankD4_Dil1_Light,0,2438.209258,Cabral,BLANK,36.5,Cabral_BlankD4_Dil1_Dark,0,2382.096706,-56.11255200000005
6/10/23,27.163,35.2,Cabral_BlankD3_Dil9_Light,4,2395.006147,Cabral,BLANK,35.2,Cabral_BlankD3_Dil9_Dark,4,2410.363767,15.35761999999977
6/10/23,26.909,35.9,Cabral_BlankD3_Dil8_Light,2,2392.885578,Cabral,BLANK,35.9,Cabral_BlankD3_Dil8_Dark,2,2427.573363,34.687785000000076
6/10/23,27.269,36.1,Cabral_BlankD3_Dil7_Light,1,2387.441125,Cabral,BLANK,36.1,Cabral_BlankD3_Dil7_Dark,1,2433.16241,45.72128500000008
6/10/23,27.294,36.4,Cabral_BlankD3_Dil6_Light,0.5,2364.770186,Cabral,BLANK,36.4,Cabral_BlankD3_Dil6_Dark,0.5,2401.021379,36.2511929999996
6/10/23,27.058,36.5,Cabral_BlankD3_Dil5_Light,0.1,2373.888162,Cabral,BLANK,36.5,Cabral_BlankD3_Dil5_Dark,0.1,2396.451536,22.56337399999984
6/10/23,27.108,36.5,Cabral_BlankD3_Dil4_Light,0.05,2406.089385,Cabral,BLANK,36.5,Cabral_BlankD3_Dil4_Dark,0.05,2416.980703,10.891317999999956
6/10/23,26.984,36.6,Cabral_BlankD3_Dil3_Light,0.03,2393.11067,Cabral,BLANK,36.6,Cabral_BlankD3_Dil3_Dark,0.03,2385.141998,-7.96867199999997
6/10/23,27.224,36.5,Cabral_BlankD3_Dil2_Light,0.01,2395.421809,Cabral,BLANK,36.5,Cabral_BlankD3_Dil2_Dark,0.01,2387.582754,-7.839054999999917
6/10/23,27.11,36.6,Cabral_BlankD3_Dil1_Light,0,2424.787647,Cabral,BLANK,36.6,Cabral_BlankD3_Dil1_Dark,0,2376.083907,-48.703739999999925
